Variable Name,Label,Value Labels,Level,Role,Type of data,Full Question
Q2_BINGO_161_2,Q2_BINGO_161:Variety of slots / side / instant win games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_161_3,Q2_BINGO_161:Progressive Jackpots quality,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_161_4,Q2_BINGO_161:Quality of chat hosts,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_161_1,Q2_POKER_161:Variety of games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_161_2,"Q2_POKER_161:Variety & sizes of tournaments (including different speed types, sit & gos, free rolls, satellites)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_161_3,Q2_POKER_161:Number of players & tables,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_161_4,Q2_POKER_161:Bonuses / loyalty program,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_161_5,Q2_POKER_161:Rake amount,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_161_6,Q2_POKER_161:Free Poker / Tutorials,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_161_7,Q2_POKER_161:Stakes amount,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_161_8,Q2_POKER_161:Special events,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_161_9,"Q2_POKER_161:Platform (graphics, personalization, UX)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_161_10,Q2_POKER_161:Security & fraud prevention,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_161_1,Q2_OVERALL_161:Ease of Use,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_161_2,"Q2_OVERALL_161:Bonus & Promotions (based on bonus amount, free / deposit based /  wagering requirements)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_161_3,"Q2_OVERALL_161:Customer Support (accessibility, quality, responsiveness, problem solving)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_161_4,"Q2_OVERALL_161:Variety & Experience (variety of games, Odds, sporting events bets, special features, game experience, platform)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_161_5,"Q2_OVERALL_161:Deposit & Cashout ((ease, methods, time)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_161_6,"Q2_OVERALL_161:Jackpots / (Tournament Prize) (size, frequency, variety)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASHOUT_162_1,Q2_CASHOUT_162:Cashout time,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>cashout</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASHOUT_162_2,Q2_CASHOUT_162:Reverse time,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>cashout</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASHOUT_162_3,Q2_CASHOUT_162:Weekend cashouts,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>cashout</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_WITHDRAWAL_162_1,Q2_WITHDRAWAL_162:Withdrawal methods,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>withdrawals</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_WITHDRAWAL_162_2,Q2_WITHDRAWAL_162:Withdrawal speed,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>withdrawals</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_WITHDRAWAL_162_3,Q2_WITHDRAWAL_162:Withdrawal limit,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>withdrawals</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_162_1,Q2_BONUS_162:No-deposit bonus,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_162_2,Q2_BONUS_162:Deposit bonus,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_162_3,Q2_BONUS_162:Free Spins,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BONUS_162_4,Q2_BONUS_162:Wagering requirements,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_LOYALTY_162_1,Q2_LOYALTY_162:Existing users promotions,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_LOYALTY_162_2,Q2_LOYALTY_162:Loyalty / VIP program,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_162_1,Q2_CS_162:24/7 support,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_162_2,Q2_CS_162:Toll-free phone,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_162_3,Q2_CS_162:Multi lingual,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_162_4,Q2_CS_162:Responsiveness to complaints,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CS_162_5,Q2_CS_162:Live chat,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>Now thinking about <b>customer service</b>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_MOBILE_162_1,Q2_MOBILE_162:App,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_MOBILE_162_2,Q2_MOBILE_162:Responsive,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_162_1,Q2_CASINO_162:Variety of slots games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_162_2,Q2_CASINO_162:Variety of table games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_162_3,Q2_CASINO_162:Live casino,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_CASINO_162_4,Q2_CASINO_162:Progressive Jackpots,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_162_1,Q2_SPORTS_BETTING_162:Variety sporting events,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_162_2,"Q2_SPORTS_BETTING_162:Variety of non-sporting events (politics, reality shows, etc.)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_162_3,Q2_SPORTS_BETTING_162:Quality of Odds,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_SPORTS_BETTING_162_4,Q2_SPORTS_BETTING_162:Progressive Jackpots,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_162_1,Q2_BINGO_162:Variety of bingo rooms (75ball & 90ball),1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_162_2,Q2_BINGO_162:Variety of slots / side / instant win games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_162_3,Q2_BINGO_162:Progressive Jackpots quality,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_BINGO_162_4,Q2_BINGO_162:Quality of chat hosts,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_162_1,Q2_POKER_162:Variety of games,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_162_2,"Q2_POKER_162:Variety & sizes of tournaments (including different speed types, sit & gos, free rolls, satellites)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_162_3,Q2_POKER_162:Number of players & tables,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_162_4,Q2_POKER_162:Bonuses / loyalty program,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_162_5,Q2_POKER_162:Rake amount,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_162_6,Q2_POKER_162:Free Poker / Tutorials,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_162_7,Q2_POKER_162:Stakes amount,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_162_8,Q2_POKER_162:Special events,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_162_9,"Q2_POKER_162:Platform (graphics, personalization, UX)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_POKER_162_10,Q2_POKER_162:Security & fraud prevention,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|6:Don’t know / Don’t use this function|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'>On a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <b>#PAGECHOICE#</b> on…</font>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_162_1,Q2_OVERALL_162:Ease of Use,1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_162_2,"Q2_OVERALL_162:Bonus & Promotions (based on bonus amount, free / deposit based /  wagering requirements)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_162_3,"Q2_OVERALL_162:Customer Support (accessibility, quality, responsiveness, problem solving)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
Q2_OVERALL_162_4,"Q2_OVERALL_162:Variety & Experience (variety of games, Odds, sporting events bets, special features, game experience, platform)",1:1 - Fair|2:2 - Good|3:3 - Very Good|4:4 - Excellent|5:5 - Superb|9998:(Not asked),Nominal,Input,Numeric,"<font size='18'><b>Thinking of the brand <font color='red'><b>OVERALL</b></font color='red'>, on a scale of 1-5, where 5 is excellent, 1 is very poor, how would you rate <font color='red'><b>#PAGECHOICE#</b></font color='red'> on…</font></b>  <inst>Please select one option for each answer</inst> <br/>"
